route_id,topsis_selected,topsis_rank,topsis_closeness,steps,horizontal_length_m,terrain_following_length_m,flight_time_s,average_ground_speed_mps,navigation_deficit_s,average_navigation_quality,visibility_deficit_s,average_visibility,energy_used_wh,battery_remaining_wh,minimum_altitude_msl_m,maximum_altitude_msl_m
4115,False,2088,0.7067887042729439,47,2714.2135623730965,2718.683002080082,146.93217510149654,18.47256096561693,21.607496319635185,0.8529423776330178,11.06825245133978,0.9246710093028014,18.366521887687064,281.63347811231296,232.10643005371094,254.47560119628906
4116,False,1726,0.7132511071831735,47,2714.2135623730965,2719.078710045335,146.93244323758177,18.4725272551574,27.09968739425851,0.815563623682213,6.02334723973421,0.9590060091085889,18.36655540469772,281.6334445953023,228.9864501953125,253.74635314941406
4117,False,1635,0.7147545803658983,47,2714.2135623730965,2718.6747273144333,146.93281531408093,18.47248047736132,26.950984697562998,0.8165761362432683,6.058866337941516,0.9587643759156851,18.366601914260116,281.6333980857399,230.23468017578125,253.74635314941406
4118,False,1720,0.7133175945661787,47,2714.2135623730965,2719.0293303419535,146.93346614840823,18.472398654447044,24.888627473377593,0.830612942539318,8.348392085778078,0.9431825008650794,18.36668326855103,281.633316731449,228.9864501953125,253.74635314941406
4119,False,1456,0.7184858408848975,47,2714.2135623730965,2718.954188172206,146.9374624840387,18.47189625088246,25.416664658276378,0.8270239309390734,7.424520860260744,0.9494715592964099,18.367182810504836,281.63281718949514,228.9864501953125,253.74635314941406
4120,False,1366,0.7209728523626465,47,2714.2135623730965,2718.986844099268,146.93945111620567,18.471646258067118,26.04403597753002,0.8227566812065105,6.535156894343638,0.9555248311825028,18.36743138952571,281.63256861047427,228.907470703125,253.74635314941406
4121,False,2043,0.7077641006394044,47,2714.2135623730965,2718.7817012375212,146.94342549188016,18.47114665584735,27.60177849116681,0.8121605073600789,5.936409126389082,0.9596007163538112,18.36792818648502,281.632071813515,228.9864501953125,253.74635314941406
4122,False,1776,0.712239653012137,47,2714.2135623730965,2719.026804408801,146.9471041166429,18.47068425532648,25.07069660798127,0.829389651747878,8.269062173450445,0.9437276275489807,18.36838801458036,281.6316119854196,228.9864501953125,253.74635314941406
4123,False,2051,0.7076121726712419,47,2714.2135623730965,2718.847953443208,146.9496802864852,18.470360446389616,28.259447337779022,0.8076930328620932,5.047045160471976,0.9656546026460723,18.36871003581065,281.63128996418936,228.907470703125,253.74635314941406
4124,False,1803,0.711812843702507,47,2714.2135623730965,2718.7279723470806,146.9513144957831,18.47015504206996,27.900051375997325,0.8101408519431927,5.09186781319938,0.9653499675680308,18.368914311972887,281.6310856880271,228.9864501953125,253.74635314941406
